X (mm),Y (mm),Gore Section
1417.624474234677,526.1064816185807,11N
1396.1886072059506,487.2175928862039,11N
1282.8483909834947,331.6620379566959,10N
1226.5803918097147,448.32870415382706,10N
1430.2492827312938,531.6620371517779,11N
1396.3296823471371,453.88425968702353,11N
1138.4277901358153,276.10648262472876,10N
1406.9920775941825,470.55092628661373,11N
1184.3028232026998,303.88426029071223,10N
1244.8128806872833,303.88426029071223,10N
1246.7175912283392,264.99537155833525,10N
1248.7747717453828,448.32870415382706,10N
1404.6621416169662,487.2175928862039,11N
1422.2789112774558,531.6620371517779,11N
1221.2370479189985,381.6620377554663,10N
1241.5521820573933,264.99537155833525,10N
1395.6753125642228,448.32870415382706,11N
1411.9167772837484,476.1064818198106,11N
1442.3894675241365,481.66203735300724,11N
1030.6824950964176,331.6620379566959,10N
1435.7423139969421,503.8842594857941,11N
1420.5092141391801,476.1064818198106,11N
1230.4094277615695,387.2175932886627,10N
1173.911240422894,359.43981562267925,10N
1209.1908237337989,314.9953713571055,10N
1314.2814246297667,314.9953713571055,10N
1256.961513362141,348.32870455628597,10N
1192.3623622174548,398.3287043550563,10N
1182.2878873774864,442.7731486206302,10N
1173.7386977939977,387.2175932886627,10N
1143.637283431224,281.66203815792517,10N
1195.2396337154464,253.8842604919417,10N
1390.9764798765711,509.4398150189907,11N
1189.2601952083821,309.4398158239091,10N
1278.8095875132349,320.55092689030266,10N
1257.0818208784383,453.88425968702353,10N
1283.5480214443064,453.88425968702353,10N
1383.478305589426,487.2175928862039,11N
1387.7150727949338,487.2175928862039,11N
1251.6106543707426,270.5509270915321,10N
1236.3052713222587,437.2175930874333,10N
1457.1276456033934,514.9953705521874,11N
1225.2722231561572,287.2175936911223,10N
1249.2838454579655,442.7731486206302,10N
1220.5399136929964,276.10648262472876,10N
1195.1525125949738,259.43981602513884,10N
1376.7139505942014,470.55092628661373,11N
1454.8789615609096,476.1064818198106,11N
1410.8723839510753,503.8842594857941,11N
844.5559425093153,437.2175930874333,9N
932.1756496825677,492.7731484194005,9N
1106.3591348862776,442.7731486206302,10N
1184.732681176997,264.99537155833525,10N
923.7626424554176,492.7731484194005,9N
1281.3419048704297,287.2175936911223,10N
1292.8018611626242,270.5509270915321,10N
1143.409407809436,264.99537155833525,10N
1473.0472090657431,503.8842594857941,11N
1441.2630213259977,520.5509260853843,11N
1402.3529826428623,531.6620371517779,11N
1183.0995741192928,392.77314882185965,10N
1267.6949227969549,259.43981602513884,10N
1148.6326373910372,270.5509270915321,10N
1240.8184505593124,281.66203815792517,10N
1272.5446370830643,264.99537155833525,10N
1149.421120008813,337.2175934898924,10N
1357.364525727832,314.9953713571055,11N
1284.7081368221209,309.4398158239091,10N
1413.6066460845216,526.1064816185807,11N
1410.2071964506017,498.3287039525972,11N
1242.4612132286077,242.77314942554838,10N
1258.5018860252371,326.1064824234991,10N
1222.4277489609071,209.439816226368,10N
1168.9545500227782,414.9953709546467,10N
1234.2123953756955,314.9953713571055,10N
1230.3694669483637,287.2175936911223,10N
1192.4965211673045,392.77314882185965,10N
1136.4345774195883,403.88425988825315,10N
1230.7296132571214,381.6620377554663,10N
1215.7251362026682,264.99537155833525,10N
1209.354498706012,309.4398158239091,10N
1247.578544718799,409.4398154214498,10N
1294.2565277172062,470.55092628661373,10N
1226.4243225438706,253.8842604919417,10N
1200.2289086898325,264.99537155833525,10N
1285.1529190103383,303.88426029071223,10N
1220.717249276831,270.5509270915321,10N
1272.5156437986702,337.2175934898924,10N
1456.1423571052783,498.3287039525972,11N
1159.008053857471,287.2175936911223,10N
1200.6363189081599,242.77314942554838,10N
1399.494892309898,442.7731486206302,11N
1206.384571892307,398.3287043550563,10N
1297.6024076038511,448.32870415382706,10N
1133.6383013266534,292.77314922431873,10N
1188.6210399187607,348.32870455628597,10N
1409.549651739018,492.7731484194005,11N
1404.8118735433832,520.5509260853843,11N
1193.5025023075743,348.32870455628597,10N
1197.3515019471524,387.2175932886627,10N
1292.3700882995963,453.88425968702353,10N
1252.1213063770392,459.4398152202204,10N
1226.2421169672518,259.43981602513884,10N
1241.9813531286259,353.88426008948284,10N
1242.1090874826054,420.5509264878431,10N
1164.0964765108217,281.66203815792517,10N
1216.4907652499357,381.6620377554663,10N
1216.863761307585,220.55092729276154,10N
1419.4344271546338,464.99537075341726,11N
893.8737848203946,498.3287039525972,9N
1210.2758982483494,276.10648262472876,10N
1118.5735083939687,298.3287047575156,10N
1265.7009533697565,292.77314922431873,10N
1465.5637865144063,520.5509260853843,11N
1403.317600439737,509.4398150189907,11N
1423.788734323063,464.99537075341726,11N
1236.1639518237866,270.5509270915321,10N
1244.3358957582484,448.32870415382706,10N
1444.032290678898,503.8842594857941,11N
1270.7802861406446,292.77314922431873,10N
1377.5470298620187,476.1064818198106,11N
1159.6810869068565,403.88425988825315,10N
1231.356527061976,370.5509266890728,10N
1242.3171261957025,348.32870455628597,10N
1205.6345299915872,253.8842604919417,10N
1400.4253744114585,487.2175928862039,11N
1401.136644511867,492.7731484194005,11N
1357.9240436429045,320.55092689030266,11N
1205.7506661709806,248.32870495874525,10N
1235.8846538418697,442.7731486206302,10N
1287.1841167515252,459.4398152202204,10N
1404.0602280569215,514.9953705521874,11N
1400.7617460119818,520.5509260853843,11N
1154.908732975259,392.77314882185965,10N
1190.9163194637683,453.88425968702353,10N
1211.9124256517757,203.88426069317137,10N
1205.3943178607774,264.99537155833525,10N
1286.3992246037913,464.99537075341726,10N
1244.8174482525994,442.7731486206302,10N
1274.7259545890167,453.88425968702353,10N
1214.5578519449916,303.88426029071223,10N
1199.7383863190573,453.88425968702353,10N
1178.340152542603,398.3287043550563,10N
1174.0709456988736,331.6620379566959,10N
1253.8861682956785,320.55092689030266,10N
1430.8268818949255,537.2175926849744,11N
1351.7919476180305,309.4398158239091,11N
1182.4766322148741,431.66203755423663,10N
1211.5784653033404,220.55092729276154,10N
1159.0349651810968,292.77314922431873,10N
1251.0480470991117,281.66203815792517,10N
1390.1474422461854,503.8842594857941,11N
1190.1118517901461,248.32870495874525,10N
1228.9627490781234,320.55092689030266,10N
1226.5637977293543,370.5509266890728,10N
1386.9229342633344,481.66203735300724,11N
1465.8384120365445,526.1064816185807,11N
1395.028495104533,442.7731486206302,11N
1473.874068336856,526.1064816185807,11N
840.0624043133548,437.2175930874333,9N
1188.7170612949712,342.7731490230891,10N
1209.0862706096782,442.7731486206302,10N
1424.4707732671025,514.9953705521874,11N
1266.7244381397659,348.32870455628597,10N
1421.0123836689895,520.5509260853843,11N
1212.9714866019915,453.88425968702353,10N
1246.4779605909264,359.43981562267925,10N
1406.338168369781,531.6620371517779,11N
1275.8596189115342,292.77314922431873,10N
1256.5607414725202,353.88426008948284,10N
1270.406671108197,298.3287047575156,10N
1183.8142489577403,342.7731490230891,10N
1198.3839646963868,348.32870455628597,10N
1122.2146420573201,242.77314942554838,10N
1164.3430041877111,409.4398154214498,10N
1234.7827828833547,392.77314882185965,10N
1415.018142787809,537.2175926849744,11N
1401.5531616340547,526.1064816185807,11N
1230.0843093593492,392.77314882185965,10N
1232.2617608993628,353.88426008948284,10N
1169.2112747807207,281.66203815792517,10N
881.6976063196638,492.7731484194005,9N
1205.2705467298747,270.5509270915321,10N
1230.8039291376444,276.10648262472876,10N
1173.7026270712822,392.77314882185965,10N
1188.323985099872,364.99537115587617,10N
1158.9558210251114,276.10648262472876,10N
1195.3247899170917,248.32870495874525,10N
1266.7279831939109,276.10648262472876,10N
1236.3867728864486,264.99537155833525,10N
1097.3717283572253,276.10648262472876,10N
1224.4252263292342,309.4398158239091,10N
895.1891822163419,481.66203735300724,9N
1164.114297951985,292.77314922431873,10N
1287.2560140832059,276.10648262472876,10N
1148.574816980381,264.99537155833525,10N
1473.6640415772097,520.5509260853843,11N
1296.1769499950883,292.77314922431873,10N
1280.9389516824226,292.77314922431873,10N
1405.343148125442,492.7731484194005,11N
1236.149256394598,370.5509266890728,10N
1401.855349058842,498.3287039525972,11N
1230.5888540195142,281.66203815792517,10N
1195.327352891413,453.88425968702353,10N
1173.9766527523232,348.32870455628597,10N
1410.3233540966994,531.6620371517779,11N
1267.0573569176986,270.5509270915321,10N
1287.4039367714033,487.2175928862039,10N
1261.9833335383544,487.2175928862039,10N
1164.1052976496771,287.2175936911223,10N
1216.991542557327,214.9953717595649,10N
1202.7702256042535,364.99537115587617,10N
1414.3085398236187,531.6620371517779,11N
1123.71191502457,431.66203755423663,10N
1222.0045012330793,226.1064828259584,10N
1214.1191722404224,431.66203755423663,10N
1418.2937255505374,531.6620371517779,11N
1164.293576132735,387.2175932886627,10N
1434.2344684582122,531.6620371517779,11N
1254.2794241061,437.2175930874333,10N
1406.0312727547214,498.3287039525972,11N
1268.840219826212,320.55092689030266,10N
1246.4617535217576,270.5509270915321,10N
1194.6887604029173,287.2175936911223,10N
1261.277643638911,281.66203815792517,10N
1159.6438729761337,398.3287043550563,10N
1169.0951903635096,348.32870455628597,10N
1292.3880218055292,276.10648262472876,10N
1434.3195120555233,487.2175928862039,11N
1429.1016509946128,476.1064818198106,11N
1123.3273473120246,287.2175936911223,10N
1107.8336955419281,281.66203815792517,10N
1179.2130434595683,309.4398158239091,10N
1378.3896214539802,481.66203735300724,11N
1295.1078389406482,464.99537075341726,10N
1257.0484095702288,264.99537155833525,10N
1253.2136477325157,448.32870415382706,10N
1425.3228419054283,481.66203735300724,11N
1225.8661501258168,270.5509270915321,10N
1272.2062577666834,270.5509270915321,10N
1385.1516542753234,498.3287039525972,11N
1439.8873023379206,503.8842594857941,11N
1281.2697288580748,548.3287037513676,10N
1213.8375803424562,437.2175930874333,10N
1159.207145367639,326.1064824234991,10N
1138.5224851613239,281.66203815792517,10N
1194.4900897510836,298.3287047575156,10N
1259.2339670175932,314.9953713571055,10N
1390.4356851451673,476.1064818198106,11N
882.0455619512859,487.2175928862039,9N
1199.307346957197,309.4398158239091,10N
1394.731903572884,476.1064818198106,11N
1208.8545156964378,326.1064824234991,10N
1481.4780306731197,509.4398150189907,11N
1261.9084560687136,270.5509270915321,10N
1306.335615536865,292.77314922431873,10N
1200.0118828037014,276.10648262472876,10N
1372.3885038799187,470.55092628661373,11N
1145.7331812144957,403.88425988825315,10N
930.6450684118215,470.55092628661373,9N
1133.295782413492,276.10648262472876,10N
1182.5692287251284,426.10648202104,10N
1251.3319600269394,276.10648262472876,10N
1184.1005944865228,320.55092689030266,10N
-1293.0747994368485,376.1064822222692,3N
-1288.3051310300548,376.1064822222692,3N
-944.379049114184,464.99537075341726,4N
-1087.22437820536,364.99537115587617,3N
-904.7140149722337,470.55092628661373,4N
-886.8671330043245,287.2175936911223,4N
-1070.2626514491178,331.6620379566959,3N
-1092.0397917068203,364.99537115587617,3N
-1231.3804902793197,370.5509266890728,3N
-921.5841199826632,376.1064822222692,4N
-826.7278079572003,453.88425968702353,4N
-948.7333562826124,464.99537075341726,4N
-1068.5428959623155,498.3287039525972,3N
-835.577695075422,442.7731486206302,4N
-886.6790225143751,292.77314922431873,4N
-853.6862642259658,431.66203755423663,4N
-1075.2070807802368,331.6620379566959,3N
-933.838433593457,442.7731486206302,4N
-1383.4009213169913,420.5509264878431,2N
-1292.4550189431122,381.6620377554663,3N
-1236.173219611942,370.5509266890728,3N
-1283.5354626232613,376.1064822222692,3N
-800.903293829444,470.55092628661373,4N
-1397.5554222647436,526.1064816185807,2N
-826.686113706577,448.32870415382706,4N
-1095.2841480049751,337.2175934898924,3N
-849.0719479937367,437.2175930874333,4N
-1284.656331765236,364.99537115587617,3N
-1398.4581434985496,503.8842594857941,2N
-892.5127801682919,459.4398152202204,4N
-911.2113151167401,309.4398158239091,4N
-895.8997700266116,314.9953713571055,4N
-887.3775220413258,392.77314882185965,4N
-1261.9889747438497,403.88425988825315,3N
-817.9057411019111,453.88425968702353,4N
-1178.828302183664,353.88426008948284,3N
-868.4005397089016,398.3287043550563,4N
-899.8166824864024,337.2175934898924,4N
-1164.4446301419646,442.7731486206302,3N
-1168.91102734733,442.7731486206302,3N
-931.101712873906,426.10648202104,4N
-844.9053826110764,409.4398154214498,4N
-906.187739242333,309.4398158239091,4N
-849.1659013651731,431.66203755423663,4N
-916.4750209331423,437.2175930874333,4N
-1375.7013171987685,431.66203755423663,2N
-1398.387722487596,531.6620371517779,2N
-901.9170208270408,292.77314922431873,4N
-1378.144145376278,414.9953709546467,2N
-1074.0105249652333,431.66203755423663,3N
-800.6869125560496,464.99537075341726,4N
-831.1249896937105,448.32870415382706,4N
-895.6543399020875,320.55092689030266,4N
-1297.2013016121741,381.6620377554663,3N
-875.5137495650456,448.32870415382706,4N
-1033.3272592181,431.66203755423663,3N
-926.3537883894569,376.1064822222692,4N
-865.5657093423945,476.1064818198106,4N
-886.4875898133029,298.3287047575156,4N
-1235.838778555325,376.1064822222692,3N
-947.9684821150628,470.55092628661373,4N
-1284.1005129381654,370.5509266890728,3N
-813.7498340613346,464.99537075341726,4N
-1104.619861246396,326.1064824234991,3N
-901.8222687622882,387.2175932886627,4N
-1222.3132423416162,359.43981562267925,3N
-835.563865680844,448.32870415382706,4N
-840.0440922807873,442.7731486206302,4N
-945.9744514111867,370.5509266890728,4N
-1303.0920256421161,409.4398154214498,3N
-818.0043081225082,459.4398152202204,4N
-915.972844771996,442.7731486206302,4N
-1098.550542633935,392.77314882185965,3N
-902.5736531559003,442.7731486206302,4N
-1226.2266416569357,453.88425968702353,3N
-1382.7429131656836,414.9953709546467,2N
-1282.9624536049887,381.6620377554663,3N
-945.1069957300218,459.4398152202204,4N
-1020.818358137926,331.6620379566959,3N
-1099.6551242135163,326.1064824234991,3N
-942.6035482077693,403.88425988825315,4N
-947.1938594690009,476.1064818198106,4N
-1374.2549992785314,420.5509264878431,2N
-925.7127673304203,476.1064818198106,4N
-1374.9733191382086,426.10648202104,2N
-904.2316751918396,476.1064818198106,4N
-801.1224329266526,476.1064818198106,4N
-886.2922366726335,303.88426029071223,4N
-943.64303540078,470.55092628661373,4N
-1226.6025857920279,448.32870415382706,3N
-1098.108368139295,292.77314922431873,3N
-831.1112978700568,442.7731486206302,4N
-1378.8279602977616,420.5509264878431,2N
-1032.5463110388343,426.10648202104,3N
-1046.253167748078,387.2175932886627,3N
-1164.4177821810858,431.66203755423663,3N
-882.4227493837536,398.3287043550563,4N
-1087.5986103006496,370.5509266890728,3N
-879.952625552179,448.32870415382706,4N
-1069.8667020162368,326.1064824234991,3N
-822.6035250652332,476.1064818198106,4N
-900.9040843549909,314.9953713571055,4N
-920.9685591291028,437.2175930874333,4N
-877.7486794921363,398.3287043550563,4N
-1095.797199262708,420.5509264878431,3N
-916.8144515758696,376.1064822222692,4N
-944.3253162379674,387.2175932886627,4N
-943.1856579747788,398.3287043550563,4N
-840.0027416679776,448.32870415382706,4N
-942.8976410412848,476.1064818198106,4N
-1031.2749956342495,337.2175934898924,3N
-944.8161926645549,492.7731484194005,4N
-940.724144433211,459.4398152202204,4N
-906.7320115085333,298.3287047575156,4N
-901.1641633679257,309.4398158239091,4N
-922.0108047480752,370.5509266890728,4N
-888.4822759442259,453.88425968702353,4N
-848.8804936422445,448.32870415382706,4N
-888.1299288714811,459.4398152202204,4N
-908.5278936195558,476.1064818198106,4N
-813.6214568256974,459.4398152202204,4N
-854.0392823669526,414.9953709546467,4N
-805.2287405437269,470.55092628661373,4N
-909.0394616865167,470.55092628661373,4N
-1089.9777222589194,459.4398152202204,3N
-1262.4967805224821,398.3287043550563,3N
-900.6390237455986,320.55092689030266,4N
-1093.8520691099293,392.77314882185965,3N
-1264.3136764472683,531.6620371517779,3N
-887.6545862703949,387.2175932886627,4N
-972.6606812217535,387.2175932886627,4N
-915.141238625075,398.3287043550563,4N
-919.8153085166921,398.3287043550563,4N
-1300.5849041661775,392.77314882185965,3N
-826.6449006646916,442.7731486206302,4N
-1139.9499332666132,353.88426008948284,3N
-907.0400503612656,442.7731486206302,4N
-1183.1230660660365,392.77314882185965,3N
-1069.2697994912378,503.8842594857941,3N
-835.5498748124896,453.88425968702353,4N
-1069.490162104441,431.66203755423663,3N
-853.565486189697,437.2175930874333,4N
-949.4898470268324,459.4398152202204,4N
-930.1576337460743,387.2175932886627,4N
-931.3161276088991,464.99537075341726,4N
-848.9768866915176,442.7731486206302,4N
-1037.8476220788925,431.66203755423663,3N
-892.8933093718705,453.88425968702353,4N
-1287.7087362740506,381.6620377554663,3N
-1273.9961258096741,376.1064822222692,3N
-1080.6662007431612,403.88425988825315,3N
-905.9083986833705,314.9953713571055,4N
-890.895455698232,314.9953713571055,4N
-892.9661095419015,376.1064822222692,4N
-844.441617655111,448.32870415382706,4N
-1074.5603635561456,437.2175930874333,3N
-971.9500454734272,392.77314882185965,4N
-1023.9642072156594,359.43981562267925,3N
-796.3326053876214,464.99537075341726,4N
-901.6709060847256,298.3287047575156,4N
-892.0759955653315,392.77314882185965,4N
-909.5445917667577,464.99537075341726,4N
-822.3871594193189,459.4398152202204,4N
-946.4103919722952,481.66203735300724,4N
-906.4622558341613,303.88426029071223,4N
-1388.6138329080827,426.10648202104,2N
-1041.122557537438,337.2175934898924,3N
-1399.2244617511258,509.4398150189907,2N
-1066.7182950508004,403.88425988825315,3N
-1299.2372733541645,437.2175930874333,3N
-921.1514253852231,381.6620377554663,4N
-1377.4703428909156,409.4398154214498,2N
-1231.0691101485315,376.1064822222692,3N
-929.3720363880916,442.7731486206302,4N
-1057.8286766274082,359.43981562267925,3N
-1299.1833899234784,403.88425988825315,3N
-839.9185646065622,459.4398152202204,4N
-916.4051427161613,381.6620377554663,4N
-895.4049549149149,326.1064824234991,4N
-1080.2080547494063,398.3287043550563,3N
-942.1955049478573,359.43981562267925,4N
-905.6237075891098,320.55092689030266,4N
-1183.2074318363784,387.2175932886627,3N
-1068.7056373281707,464.99537075341726,3N
-921.4917071378552,431.66203755423663,4N
-844.5784097977763,437.2175930874333,4N
-883.9072105558251,364.99537115587617,4N
-831.138841384845,453.88425968702353,4N
-1279.8409182637758,364.99537115587617,3N
-1164.4311274753532,437.2175930874333,3N
-1058.6071165040446,414.9953709546467,3N
-844.5104894861524,442.7731486206302,4N
-826.7700107161297,459.4398152202204,4N
-1168.8971979592923,448.32870415382706,3N
-963.2701141683723,342.7731490230891,4N
-956.6193755436286,470.55092628661373,4N
-1099.9292274358324,331.6620379566959,3N
-1301.9475842812362,381.6620377554663,3N
-856.810607474077,481.66203735300724,4N
-879.6602090889365,453.88425968702353,4N
-1091.6931460391568,359.43981562267925,3N
-1026.3512146826552,337.2175934898924,3N
-1070.6652432470037,337.2175934898924,3N
-1082.4089647038998,364.99537115587617,3N
-917.6151050660479,364.99537115587617,4N
-922.517502689175,420.5509264878431,4N
-923.1927392459677,459.4398152202204,4N
-1064.366972266436,498.3287039525972,3N
-900.7598311306874,403.88425988825315,4N
-899.9354567641236,476.1064818198106,4N
-955.7862963244332,476.1064818198106,4N
-884.071242516581,453.88425968702353,4N
-883.7470775746704,459.4398152202204,4N
-857.9096811022481,442.7731486206302,4N
-902.8398874175859,370.5509266890728,4N
-926.3412485436482,470.55092628661373,4N
-1384.0669949847913,426.10648202104,2N
-1051.2884086544573,464.99537075341726,3N
-891.7708891669884,398.3287043550563,4N
-923.7705433653833,453.88425968702353,4N
-1050.9701194406264,337.2175934898924,3N
-813.8796339722927,470.55092628661373,4N
-859.4497506874186,381.6620377554663,4N
-896.8956314651028,459.4398152202204,4N
-908.0104843302017,481.66203735300724,4N
-1401.5732504148991,526.1064816185807,2N
-1085.5948709621084,459.4398152202204,3N
-905.3344289806747,326.1064824234991,4N
-906.5858814749799,448.32870415382706,4N
-877.5133216434195,403.88425988825315,4N
-1075.5890241985978,337.2175934898924,3N
-1379.5201570615,426.10648202104,2N
-1086.8553646946214,359.43981562267925,3N
-1072.3420206610147,359.43981562267925,3N
-1227.1510236861516,359.43981562267925,3N
-917.1203304749881,476.1064818198106,4N
-813.4947076742662,453.88425968702353,4N
-1400.7819962868396,520.5509260853843,2N
-868.7643429478709,387.2175932886627,4N
-1757.3241943949563,237.21759389235172,1N
-868.5836279453033,392.77314882185965,4N
-1093.8956388275951,453.88425968702353,3N
-1283.0169760591225,514.9953705521874,3N
-873.074609600519,398.3287043550563,4N
-926.9618204404707,464.99537075341726,4N
-1368.9466097974664,414.9953709546467,2N
-917.9445416699449,420.5509264878431,4N
-869.1177675079333,376.1064822222692,4N
-1067.504239316479,359.43981562267925,3N
-882.162623540873,403.88425988825315,4N
-1262.0045169948635,487.2175928862039,3N
-1072.7188196581953,498.3287039525972,3N
-1164.4583219721587,448.32870415382706,3N
-1095.588140510081,342.7731490230891,3N
-931.6634247276348,420.5509264878431,4N
-1278.7657942164678,376.1064822222692,3N
-927.5755905427784,459.4398152202204,4N
-1401.8762283032538,498.3287039525972,2N
-905.4091330281409,403.88425988825315,4N
-844.0846172038139,476.1064818198106,4N
-1096.8552052082807,364.99537115587617,3N
-858.0590243856574,437.2175930874333,4N
-858.6380501563583,414.9953709546467,4N
-944.8828387305326,381.6620377554663,4N
-926.8035340806975,370.5509266890728,4N
-859.0523999256669,398.3287043550563,4N
-1369.6820382593012,420.5509264878431,2N
-1091.0161990171807,348.32870455628597,3N
-831.0977952098953,437.2175930874333,4N
-939.2069300991566,337.2175934898924,4N
-877.0331213139809,414.9953709546467,4N
-925.8977080542852,381.6620377554663,4N
-938.5115880831615,398.3287043550563,4N
-891.1170116191109,309.4398158239091,4N
-924.4355872443738,337.2175934898924,4N
-945.382307785325,420.5509264878431,4N
-1093.0290353684065,292.77314922431873,3N
-916.9713442770625,431.66203755423663,4N
-906.5448295929192,387.2175932886627,4N
-805.041219724478,464.99537075341726,4N
-793.0946340921246,487.2175928862039,4N
-973.6733967603165,337.2175934898924,4N
-897.099707931657,387.2175932886627,4N
-1135.525903626873,370.5509266890728,3N
-1065.6612279658957,392.77314882185965,3N
-1183.6880982982952,353.88426008948284,3N
-894.0929311515594,353.88426008948284,4N
-840.084871601816,437.2175930874333,4N
-949.955268804555,420.5509264878431,4N
-1092.391339633272,370.5509266890728,3N
-887.0968192753709,398.3287043550563,4N
-859.186680897292,392.77314882185965,4N
-952.2939288293459,470.55092628661373,4N
-1400.078671529996,542.773148218171,2N
-1041.7663579940001,459.4398152202204,3N
-1386.8197545722694,448.32870415382706,2N
-875.7752699237092,442.7731486206302,4N
-858.2066270867584,431.66203755423663,4N
-910.0441853555352,459.4398152202204,4N
-1073.4147878322158,503.8842594857941,3N
-863.7264698172844,398.3287043550563,4N
-1394.313155157572,503.8842594857941,2N
-898.0471580849635,370.5509266890728,4N
-963.4698442141854,453.88425968702353,4N
-853.319369629378,448.32870415382706,4N
-906.1714161373484,392.77314882185965,4N
-924.9653102333709,392.77314882185965,4N
-911.5064475666308,442.7731486206302,4N
-879.0917970543647,364.99537115587617,4N
-1074.8314390491164,326.1064824234991,3N
-844.0106382600459,481.66203735300724,4N
-1136.1383308259803,392.77314882185965,3N
-937.6580133849146,448.32870415382706,4N
-906.9125773780376,381.6620377554663,4N
-945.4324620166313,376.1064822222692,4N
-915.463633449247,448.32870415382706,4N
-902.1470054878465,448.32870415382706,4N
-873.4869037785019,387.2175932886627,4N
-1303.8326918209318,403.88425988825315,3N
-1394.0373642974432,470.55092628661373,2N
-935.8931252030441,376.1064822222692,4N
-1037.0931489621257,426.10648202104,3N
-914.9484765100939,453.88425968702353,4N
-951.4900778967171,476.1064818198106,4N
-875.2491756612919,453.88425968702353,4N
-1266.2412842003716,487.2175928862039,3N
-966.6953357457813,431.66203755423663,4N
-947.2528501052229,403.88425988825315,4N
-854.5966604559778,387.2175932886627,4N
-1096.2774988905578,481.66203735300724,3N
-867.445981947826,426.10648202104,4N
-1070.0668253601852,437.2175930874333,3N
-965.1032140310134,442.7731486206302,4N
-1025.7627874690452,331.6620379566959,3N
-937.9542463103159,403.88425988825315,4N
-912.8241120472719,476.1064818198106,4N
-928.7802614106475,448.32870415382706,4N
-849.4405145775469,414.9953709546467,4N
-954.9437047816492,481.66203735300724,4N
-1068.0634657748653,459.4398152202204,3N
-905.0399165488642,331.6620379566959,4N
-854.4882073732865,392.77314882185965,4N
-940.1365560614707,381.6620377554663,4N
-1058.009600745023,409.4398154214498,3N
-900.0954872177449,331.6620379566959,4N
-887.9274467017899,381.6620377554663,4N
-873.2821014693088,392.77314882185965,4N
-822.4584483981913,464.99537075341726,4N
-839.9609082401345,453.88425968702353,4N
-913.3649084007995,470.55092628661373,4N
-1400.4465578679678,487.2175928862039,2N
-848.7829750954237,453.88425968702353,4N
-809.2386055288865,459.4398152202204,4N
-863.8851544212978,392.77314882185965,4N
-929.6637837573766,392.77314882185965,4N
-835.6181164847858,426.10648202104,4N
-894.7270094875746,426.10648202104,4N
-853.4432838968829,442.7731486206302,4N
-901.7153762271599,453.88425968702353,4N
-927.6821609142509,359.43981562267925,4N
-953.7704378992296,387.2175932886627,4N
-930.0089857581365,476.1064818198106,4N
-844.3719416677791,453.88425968702353,4N
-940.6096890509797,492.7731484194005,4N
-1366.1052455146116,392.77314882185965,2N
-929.343766353587,481.66203735300724,4N
-905.1902845983292,464.99537075341726,4N
-1399.2291642505502,537.2175926849744,2N
-905.6613340587243,459.4398152202204,4N
-972.4672119516756,348.32870455628597,4N
-934.449173716984,437.2175930874333,4N
-887.773055924616,464.99537075341726,4N
-958.9020539055338,337.2175934898924,4N
-872.4343535245752,414.9953709546467,4N
-1183.610991585332,359.43981562267925,3N
-1094.9847981047137,331.6620379566959,3N
-1056.378585277756,470.55092628661373,3N
-922.0158018293654,470.55092628661373,4N
-901.2784827619136,459.4398152202204,4N
-919.9025094363807,448.32870415382706,4N
-1051.4087106612703,431.66203755423663,3N
-933.2191373977812,448.32870415382706,4N
-1065.3182221179984,331.6620379566959,3N
-898.1072559505352,442.7731486206302,4N
-926.5548749506146,426.10648202104,4N
-939.0607308053878,392.77314882185965,4N
-1265.3946777593942,364.99537115587617,3N
-929.9556355210234,437.2175930874333,4N
-1380.9324666458413,437.2175930874333,2N
-840.125175643588,431.66203755423663,4N
-1083.0512506868188,431.66203755423663,3N
-809.3955268929063,464.99537075341726,4N
-858.4960484199548,420.5509264878431,4N
-1099.849684167219,520.5509260853843,3N
-943.4362501089048,437.2175930874333,4N
-924.3413854235141,448.32870415382706,4N
-912.0447831690759,376.1064822222692,4N
-903.8206853341574,426.10648202104,4N
-967.4764162602376,426.10648202104,4N
-949.8550206959252,487.2175928862039,4N
-1291.826330940892,387.2175932886627,3N
-879.0644415877593,464.99537075341726,4N
-888.1964411351078,376.1064822222692,4N
-1055.4293634557603,331.6620379566959,3N
-1077.5597761731935,503.8842594857941,3N
-835.6048127827953,431.66203755423663,4N
-1115.8820527618345,359.43981562267925,3N
-1164.404610814286,426.10648202104,3N
-940.6627936098378,376.1064822222692,4N
-911.6588600470994,381.6620377554663,4N
-942.1437355676181,481.66203735300724,4N
-797.0774178085983,481.66203735300724,4N
-896.7744690893371,392.77314882185965,4N
-1094.2302644242584,398.3287043550563,3N
-1043.3153325938015,359.43981562267925,3N
-1230.2289637568651,459.4398152202204,3N
-937.3893165345079,409.4398154214498,4N
-1060.3737927868792,331.6620379566959,3N
-852.6770540592461,476.1064818198106,4N
-886.8119254383266,403.88425988825315,4N
-1360.6962566365853,387.2175932886627,2N
-1262.6770986729628,481.66203735300724,3N
-910.0584349255945,403.88425988825315,4N
-882.6790485173201,392.77314882185965,4N
-960.5103000153656,409.4398154214498,4N
-933.415512841173,348.32870455628597,4N
-893.817691502502,359.43981562267925,4N
-1397.7003046073742,498.3287039525972,2N
-925.4350729154434,387.2175932886627,4N
-978.5971777119108,337.2175934898924,4N
-878.4348813636662,381.6620377554663,4N
-955.5599100764315,370.5509266890728,4N
-892.3771471010261,387.2175932886627,4N
-849.25863025466,426.10648202104,4N
