X (mm),Y (mm),Gore Section
1247.8967390406983,337.2175934898924,10N
1179.0153750299926,331.6620379566959,10N
1283.7942713567456,320.55092689030266,10N
1216.029426267729,253.8842604919417,10N
1303.73300673079,320.55092689030266,10N
1234.472378078048,309.4398158239091,10N
1362.748671740644,364.99537115587617,11N
1231.9646165573197,359.43981562267925,10N
1420.3886642250666,514.9953705521874,11N
1312.5149669702098,331.6620379566959,10N
1291.676120376831,342.7731490230891,10N
1265.8290859690685,359.43981562267925,10N
886.2823291567937,487.2175928862039,9N
1308.1492563540362,326.1064824234991,10N
1252.6707874507938,453.88425968702353,10N
1233.404097672303,331.6620379566959,10N
1248.5724119594768,326.1064824234991,10N
1303.8939091349225,364.99537115587617,10N
1245.7347150598432,370.5509266890728,10N
1183.9598043611113,331.6620379566959,10N
1186.5052860361232,453.88425968702353,10N
937.1235356228907,487.2175928862039,9N
1409.5888179343654,526.1064816185807,11N
1242.0166669580817,253.8842604919417,10N
1291.1317500838306,348.32870455628597,10N
1259.5902574500851,309.4398158239091,10N
1279.6845609477139,309.4398158239091,10N
1213.2637638483138,448.32870415382706,10N
1281.8704957023679,342.7731490230891,10N
1393.3085841440648,464.99537075341726,11N
1229.6853663161376,303.88426029071223,10N
1364.3248485810586,414.9953709546467,11N
1431.5973256559644,503.8842594857941,11N
1294.8557740362817,359.43981562267925,10N
1284.0765497208215,370.5509266890728,10N
1242.9729580891044,337.2175934898924,10N
1388.9542769756358,464.99537075341726,11N
1368.4220516991193,326.1064824234991,11N
1306.670135962112,381.6620377554663,10N
1288.0408645959,264.99537155833525,10N
1184.431629035539,292.77314922431873,10N
1279.846903655317,448.32870415382706,10N
1225.6868669309385,387.2175932886627,10N
1221.060516238538,259.43981602513884,10N
1234.7278711065192,303.88426029071223,10N
1363.5746322331427,409.4398154214498,11N
1241.6401792463912,359.43981562267925,10N
1285.6056342886402,470.55092628661373,10N
1256.153523279998,359.43981562267925,10N
1282.363205701858,337.2175934898924,10N
1427.9998415660684,509.4398150189907,11N
1239.2167097040744,314.9953713571055,10N
1229.754921350393,398.3287043550563,10N
1422.1691625797432,492.7731484194005,11N
1238.3485270034219,331.6620379566959,10N
1290.5793142749394,353.88426008948284,10N
1391.9518400004417,487.2175928862039,11N
1184.0308305320377,326.1064824234991,10N
1369.0420566414216,448.32870415382706,11N
1231.6627066130159,364.99537115587617,10N
1262.5133220682424,259.43981602513884,10N
1269.2425956743514,314.9953713571055,10N
1240.9419857272212,370.5509266890728,10N
1221.3894805518153,248.32870495874525,10N
1417.9626589661682,492.7731484194005,11N
1202.074062777783,387.2175932886627,10N
1174.1013564662787,326.1064824234991,10N
1240.584599047339,376.1064822222692,10N
1280.859722045676,353.88426008948284,10N
1224.8567222939296,298.3287047575156,10N
1426.9108912341203,498.3287039525972,11N
1228.738531285052,414.9953709546467,10N
1313.7023744178125,320.55092689030266,10N
1153.8668799710224,281.66203815792517,10N
1169.1366194333978,326.1064824234991,10N
1264.613833324492,309.4398158239091,10N
1287.8386976749057,420.5509264878431,10N
1290.7535317722202,464.99537075341726,10N
1427.4523373149868,503.8842594857941,11N
1221.5487660683839,242.77314942554838,10N
1216.2417452696764,387.2175932886627,10N
1164.1718824005186,326.1064824234991,10N
1352.939359799394,320.55092689030266,11N
1401.374884202747,459.4398152202204,11N
1398.3411841656164,470.55092628661373,11N
1299.0784956334612,364.99537115587617,10N
1279.2512243311107,314.9953713571055,10N
1294.264167316249,314.9953713571055,10N
1461.5136589830051,520.5509260853843,11N
1370.6949251250712,459.4398152202204,11N
1154.9698030845157,398.3287043550563,10N
1289.447668630541,364.99537115587617,10N
1359.282852941462,376.1064822222692,11N
1275.5046486581398,359.43981562267925,10N
1143.4837365420522,270.5509270915321,10N
1416.3065551830302,514.9953705521874,11N
1277.9039616523758,331.6620379566959,10N
1238.6429378937164,326.1064824234991,10N
1289.8615400355557,403.88425988825315,10N
1229.448802203641,309.4398158239091,10N
1412.522872691397,481.66203735300724,11N
1215.8789155098254,259.43981602513884,10N
1235.2249567444248,292.77314922431873,10N
1394.0157374513337,470.55092628661373,11N
1239.4959539524548,309.4398158239091,10N
1298.4547377186886,370.5509266890728,10N
1415.0173722920529,503.8842594857941,11N
1136.5978240106815,409.4398154214498,10N
1286.250287695017,348.32870455628597,10N
1280.342430002675,359.43981562267925,10N
1288.7789552002564,320.55092689030266,10N
1285.1802113472102,359.43981562267925,10N
1423.8861347116792,509.4398150189907,11N
1275.408027668183,448.32870415382706,10N
927.9691460689927,492.7731484194005,9N
1237.745184667285,342.7731490230891,10N
1413.135676027983,487.2175928862039,11N
1275.9999259310453,353.88426008948284,10N
1372.823025625486,409.4398154214498,11N
1257.652523719649,448.32870415382706,10N
1177.9562693540818,431.66203755423663,10N
1288.7246556295836,448.32870415382706,10N
1246.841149243257,353.88426008948284,10N
1375.6787157893862,431.66203755423663,11N
1240.040038565351,298.3287047575156,10N
1284.2555386594897,314.9953713571055,10N
1425.8459776445075,487.2175928862039,11N
1245.3836222862026,292.77314922431873,10N
1421.6092104389986,487.2175928862039,11N
1287.2869866534522,337.2175934898924,10N
1164.202999608815,342.7731490230891,10N
1182.3828129707338,437.2175930874333,10N
1284.2857796424503,448.32870415382706,10N
1358.492577633359,326.1064824234991,11N
1256.4639677492628,276.10648262472876,10N
1268.015102990137,331.6620379566959,10N
1289.259852987869,314.9953713571055,10N
1268.0039076484356,253.8842604919417,10N
1293.6620083860666,370.5509266890728,10N
1247.5508093417482,342.7731490230891,10N
1232.963165444145,420.5509264878431,10N
1217.7026398354483,448.32870415382706,10N
1215.9888887873321,392.77314882185965,10N
1178.0876332133857,420.5509264878431,10N
1403.3243404283157,476.1064818198106,11N
1378.1211519492758,414.9953709546467,11N
1262.0913997067832,448.32870415382706,10N
1250.162249412967,298.3287047575156,10N
1242.6479970045173,342.7731490230891,10N
1431.0868149299997,498.3287039525972,11N
1363.4573146662397,326.1064824234991,11N
1237.131283804626,426.10648202104,10N
1239.8970197711153,448.32870415382706,10N
1286.773308039599,342.7731490230891,10N
1227.9395599928232,342.7731490230891,10N
1368.923616370464,414.9953709546467,11N
1291.5669680483365,459.4398152202204,10N
1375.8913554703506,464.99537075341726,11N
1252.8205199922925,337.2175934898924,10N
1183.8875866699727,337.2175934898924,10N
1210.8319781296586,253.8842604919417,10N
1436.227255274845,509.4398150189907,11N
1237.233101438552,242.77314942554838,10N
1184.367878903468,298.3287047575156,10N
915.3496352282665,492.7731484194005,9N
1153.823813302787,276.10648262472876,10N
1239.4376871678596,453.88425968702353,10N
1469.6139140458085,520.5509260853843,11N
1389.6902907370504,470.55092628661373,11N
1416.9622561375882,520.5509260853843,11N
1239.1030611336282,398.3287043550563,10N
1229.9178277177368,298.3287047575156,10N
1269.637409198899,309.4398158239091,10N
1222.1415158225814,448.32870415382706,10N
1292.4116586941352,420.5509264878431,10N
1385.4035375533401,437.2175930874333,11N
1398.4374189281416,503.8842594857941,11N
1234.9789331415438,298.3287047575156,10N
1296.5789327140621,342.7731490230891,10N
1290.5178299414183,398.3287043550563,10N
1246.6820485018352,420.5509264878431,10N
1205.515714052399,259.43981602513884,10N
1208.8248878611807,448.32870415382706,10N
931.2943564631039,464.99537075341726,9N
1169.1465429559894,320.55092689030266,10N
1381.6293034884372,442.7731486206302,11N
1428.5528823091392,514.9953705521874,11N
1251.7323702320812,414.9953709546467,10N
1248.4512009168623,398.3287043550563,10N
1248.9014844521678,320.55092689030266,10N
1238.932116765145,320.55092689030266,10N
1154.242408334758,326.1064824234991,10N
1301.4817450512933,342.7731490230891,10N
1432.6349913511754,514.9953705521874,11N
1277.4394247502644,337.2175934898924,10N
1404.5530645384904,448.32870415382706,11N
1290.0179926917465,359.43981562267925,10N
1251.8830003992841,264.99537155833525,10N
1295.9498193451473,459.4398152202204,10N
1159.2376577055159,331.6620379566959,10N
1429.112638731793,520.5509260853843,11N
1229.081757934113,409.4398154214498,10N
1302.196029798106,281.66203815792517,10N
1220.406781567159,398.3287043550563,10N
1250.9243606188575,364.99537115587617,10N
1293.2062737668448,264.99537155833525,10N
1308.717690574302,320.55092689030266,10N
1403.9895598820426,481.66203735300724,11N
1243.2929563345417,331.6620379566959,10N
1188.90423369223,331.6620379566959,10N
1216.3206542783282,242.77314942554838,10N
1277.3551586156696,270.5509270915321,10N
1211.744482580874,381.6620377554663,10N
1250.7584421171898,287.2175936911223,10N
1433.162766263194,520.5509260853843,11N
1233.6782008608368,326.1064824234991,10N
1243.916800608657,320.55092689030266,10N
1258.1262443278993,331.6620379566959,10N
1260.991304624533,359.43981562267925,10N
1436.7171003932112,514.9953705521874,11N
1261.420537587151,353.88426008948284,10N
1382.0714190178285,409.4398154214498,11N
1148.7520817011232,281.66203815792517,10N
1279.1369880166621,453.88425968702353,10N
1265.3455656843898,298.3287047575156,10N
1297.6816789768523,331.6620379566959,10N
1422.7349675382402,498.3287039525972,11N
1289.9310810029237,470.55092628661373,10N
1210.697314781113,259.43981602513884,10N
1239.7703758969005,303.88426029071223,10N
1451.6146878747718,492.7731484194005,11N
1386.0957006938022,442.7731486206302,11N
1408.898908822475,487.2175928862039,11N
1278.3608341567565,326.1064824234991,10N
1283.325571189636,326.1064824234991,10N
1264.9828998488108,303.88426029071223,10N
1148.5181060365571,259.43981602513884,10N
1232.0049896484963,242.77314942554838,10N
1226.602418678761,248.32870495874525,10N
1174.2729634937627,292.77314922431873,10N
1273.3960971238769,326.1064824234991,10N
1240.304289515313,292.77314922431873,10N
1299.2684816446283,314.9953713571055,10N
1263.0706736590182,331.6620379566959,10N
1296.7811217272406,453.88425968702353,10N
1416.789529096074,481.66203735300724,11N
1430.5821698068944,492.7731484194005,11N
1288.2903082225157,326.1064824234991,10N
1282.5040594646543,270.5509270915321,10N
1435.2627386258794,498.3287039525972,11N
1205.8644306982155,242.77314942554838,10N
1237.936066863864,414.9953709546467,10N
1419.772427857291,509.4398150189907,11N
1178.9114366205094,342.7731490230891,10N
1433.6957868352995,526.1064816185807,11N
1437.2128937945954,520.5509260853843,11N
1210.9636042979264,248.32870495874525,10N
1211.290415263327,392.77314882185965,10N
1413.756155352593,492.7731484194005,11N
1277.7100462540102,264.99537155833525,10N
879.3423124139789,459.4398152202204,9N
1271.1401298164142,353.88426008948284,10N
1416.2129957114641,476.1064818198106,11N
1419.9684177370304,470.55092628661373,11N
1270.0254046391924,303.88426029071223,10N
890.5190963623015,487.2175928862039,9N
1169.105811946046,342.7731490230891,10N
1465.0232032555648,509.4398150189907,11N
1252.0800509733274,348.32870455628597,10N
1232.842372330054,342.7731490230891,10N
1146.076906078776,420.5509264878431,10N
1155.0317850094023,403.88425988825315,10N
1228.2016152343215,337.2175934898924,10N
1297.520029527854,276.10648262472876,10N
1236.7209865443858,431.66203755423663,10N
1278.3988039245778,253.8842604919417,10N
1395.0901867309592,509.4398150189907,11N
1264.2382813459724,314.9953713571055,10N
1238.719219163567,403.88425988825315,10N
1407.6205588560326,476.1064818198106,11N
1266.280333701782,353.88426008948284,10N
1248.2373856656607,331.6620379566959,10N
1255.2233548367742,298.3287047575156,10N
1464.7572323837871,503.8842594857941,11N
1426.3756661933194,492.7731484194005,11N
1267.1620586906736,342.7731490230891,10N
1200.3341133236866,259.43981602513884,10N
1254.8978902680465,303.88426029071223,10N
1461.820583886389,526.1064816185807,11N
1179.3522962646507,292.77314922431873,10N
1281.3688253062046,348.32870455628597,10N
1248.0178229584735,403.88425988825315,10N
1118.2301035198172,287.2175936911223,10N
1174.0400247667849,337.2175934898924,10N
1261.8429757509534,348.32870455628597,10N
1245.9332488292127,281.66203815792517,10N
1240.563954532776,287.2175936911223,10N
1258.77296230206,437.2175930874333,10N
1266.3924419088103,281.66203815792517,10N
1243.7771310252451,398.3287043550563,10N
1380.2456626387798,464.99537075341726,11N
1164.2246152945243,353.88426008948284,10N
1424.8054325668968,476.1064818198106,11N
1298.7483228872788,320.55092689030266,10N
1202.4272517929894,376.1064822222692,10N
1211.0925424882723,242.77314942554838,10N
1209.850256264877,426.10648202104,10N
1253.5371489923564,326.1064824234991,10N
1419.1623606330306,503.8842594857941,11N
1236.8192188200117,253.8842604919417,10N
1231.0150509748016,270.5509270915321,10N
1164.1820870366348,331.6620379566959,10N
1178.9638057183788,337.2175934898924,10N
1369.863481781269,453.88425968702353,11N
1173.7742212283795,381.6620377554663,10N
879.6381543169261,453.88425968702353,9N
1242.2412330595942,248.32870495874525,10N
1391.1895906680113,481.66203735300724,11N
1198.5226859694344,342.7731490230891,10N
1315.956619922466,298.3287047575156,10N
1148.6918055804633,276.10648262472876,10N
1216.1765424248708,248.32870495874525,10N
1468.9022207247658,503.8842594857941,11N
1399.0281220006,476.1064818198106,11N
1164.1618591124784,320.55092689030266,10N
1414.3831201464811,498.3287039525972,11N
1385.3648440227676,470.55092628661373,11N
1184.236619333975,309.4398158239091,10N
1164.192462863596,337.2175934898924,10N
1375.0777764218817,459.4398152202204,11N
1154.0477944604079,303.88426029071223,10N
1390.562097899168,442.7731486206302,11N
1425.660130534988,526.1064816185807,11N
1237.435663806889,348.32870455628597,10N
1450.5827431331938,476.1064818198106,11N
1274.6609850733068,309.4398158239091,10N
1455.8211914883468,492.7731484194005,11N
853.7827343956279,426.10648202104,9N
1262.683037074061,442.7731486206302,10N
1294.263082132001,364.99537115587617,10N
1210.5597270317232,264.99537155833525,10N
1351.2334972550937,303.88426029071223,11N
1273.2013557865062,253.8842604919417,10N
1254.229652689213,314.9953713571055,10N
1423.3073489740082,503.8842594857941,11N
1194.5902945773166,292.77314922431873,10N
1421.0561855007506,481.66203735300724,11N
1221.7935534572812,453.88425968702353,10N
1231.8117331262974,437.2175930874333,10N
1224.642861525756,303.88426029071223,10N
1260.2844602605826,298.3287047575156,10N
1178.8581151411356,348.32870455628597,10N
1250.4629550570908,292.77314922431873,10N
1282.8754554249554,264.99537155833525,10N
1235.7036522894134,281.66203815792517,10N
1253.7502426633305,442.7731486206302,10N
1245.6611983249834,287.2175936911223,10N
1267.3792279121196,264.99537155833525,10N
1222.0318796100958,364.99537115587617,10N
1243.6076749265972,326.1064824234991,10N
1249.8553854776649,303.88426029071223,10N
1141.6476874155053,426.10648202104,10N
1437.7136149854548,526.1064816185807,11N
940.5886569097189,492.7731484194005,9N
1418.5590438423606,498.3287039525972,11N
1222.2902927611326,214.9953717595649,10N
1429.677958685144,526.1064816185807,11N
1227.4343533160752,220.55092729276154,10N
1293.1635316167176,448.32870415382706,10N
1405.5709897842098,526.1064816185807,11N
1371.5370483019226,464.99537075341726,11N
1174.1312267995013,320.55092689030266,10N
1477.5381908135746,514.9953705521874,11N
1215.5683484278459,270.5509270915321,10N
1225.671921415321,276.10648262472876,10N
1278.0581242543813,259.43981602513884,10N
1237.02829493265,248.32870495874525,10N
1391.2364365770898,448.32870415382706,11N
1139.0244364643092,309.4398158239091,10N
1231.4237176959643,259.43981602513884,10N
1193.6198736322035,342.7731490230891,10N
1440.340962129234,509.4398150189907,11N
1118.0632920817263,281.66203815792517,10N
901.2565688980334,459.4398152202204,9N
1415.6587210029027,509.4398150189907,11N
1282.1240063608825,276.10648262472876,10N
1399.2038935853486,509.4398150189907,11N
1425.0625112003906,520.5509260853843,11N
1149.348799043277,331.6620379566959,10N
1418.970327564588,537.2175926849744,11N
1381.039397308485,470.55092628661373,11N
1382.6562778586576,481.66203735300724,11N
1188.2219630683749,370.5509266890728,10N
1107.6357438018736,276.10648262472876,10N
1311.4149483077542,292.77314922431873,10N
1278.4184141579042,459.4398152202204,10N
1228.7134638279574,326.1064824234991,10N
1173.5533178121848,414.9953709546467,10N
1169.1162438151898,337.2175934898924,10N
1287.959054871951,453.88425968702353,10N
1169.0161369633659,387.2175932886627,10N
1230.1456239735367,292.77314922431873,10N
1477.8918964870113,526.1064816185807,11N
1306.3845573885253,342.7731490230891,10N
1276.2446610782235,287.2175936911223,10N
1448.5683758380105,509.4398150189907,11N
1188.8113676215667,337.2175934898924,10N
1426.2640970043744,531.6620371517779,11N
1271.147417286016,287.2175936911223,10N
1253.1818149967792,331.6620379566959,10N
1406.3715056493497,464.99537075341726,11N
1123.1780903516267,281.66203815792517,10N
1256.7595552197274,270.5509270915321,10N
1240.7988095182188,437.2175930874333,10N
